id,entry_date,inventory_number,author,title,publisher,city,year,category_id,call_number_author,call_number_title,category_name,source,quantity,status
312,8-5-2023,528/SMPN3 KDR/2023,I.NK SUPARTA,SATUA BALI I BELOG,KAYU MAS AGUNG,DENPASAR,2006,398,SUP,SAT,FOLKLOR,DAK203,1,BAIK
313,8-5-2023,529/SMPN3 KDR/2023,AGUS SULAIMAN,AKHLAK MULIA BAGI REMAJA,PIJAR,BEKASI,2015,371,AGU,AKH,HAL UMUM TENTANG PENDIDIKAN,DAK203,1,BAIK
314,8-5-2023,530/SMPN3 KDR/2023,"GEDE AGUS BUDI ADNYANA S.PD.B,M.PD.H",KALA PURANA,GANDAPURA,BALI,2011,398,GED,KAL,FOLKLOR,DAK203,1,BAIK
315,8-5-2023,531/SMPN3 KDR/2023,GIBRAN MAULANA,LEGENDA TIMUN MAS,CAHAYA AGENCY,,SURABAYA,398.2,GIB,LEG,FOLKLOR,DAK203,1,BAIK
316,8-5-2023,532/SMPN3 KDR/2023,GIBRAN MAULANA,LEGENDA JANDI PRAMBANAN RORO JONGGRANG,CAHAYA AGENCY,,SURABAYA,398,GIB,LEG,FOLKLOR,DAK203,1,BAIK
317,8-5-2023,533/SMPN3 KDR/2023,DEVI ANDRIANA,RAGAM SUKU BUDAYA DI INDONESIA,SARANA PANCA KARYA NUSA,,2009,305,DEV,RAG,KELOMPOK SOSIAL,DAK203,1,TIDAK BAIK
318,8-5-2023,534/SMPN3 KDR/2023,YULIADI,PENEBAR BIBIT KESEGARAN,BINA ILMU,,2009,390,YUL,PEN,ADAT ISTIADAT DAN KEBIASAAN,DAK203,1,BAIK
319,8-5-2023,535/SMPN3 KDR/2023,MB RAHIMSYAH.AR,CERITA RAKYAT NUSANTARA LENGKAP 34 PROVINSI,CAHAYA AGENCY,,nan,398,RAH,CER,FOLKLOR,DAK203,1,BAIK
320,8-5-2023,536/SMPN3 KDR/2023,FIDELARA,SEJARAH KABINET DI INDONESIA 7,ARMANDELTA SELARAS,JAKARTA,2010,"353,04",FID,SEJ,"PEMERINTAH PUSAT,KABINET  ",DAK203,1,BAIK
321,8-5-2023,539/SMPN3 KDR/2023,TIRA IKRANEGARA,LEGENDA SANGKURIANG,JAYA SURABAYA,SURABAYA,2008,398,TIR,LEG,FOLKLOR,DAK203,1,BAIK
322,8-5-2023,540/SMPN3 KDR/2023,MOH.KUSNADI WASRIE,KUMPULAN PERI BAHASA,LINGKAR MEDIA,,nan,398,KUS,KUM,FOLKLOR,DAK203,1,BAIK
323,8-5-2023,541/SMPN3 KDR/2023,PROF.PUPUH FATHURROHMAN,STRATEGI BELAJAR MENGAJAR,REFIKA ADITAMA,BANDUNG,2010,371.3,PUP,STR,"PENDIDIKAN,METODE MENGAJAR",DAK203,1,BAIK
324,9-5-2023,542/SMPN3 KDR/2023,DIDIK DJUNAEDI,KURA-KURA PEMANJAT POHON,CAHAYA PUSTAKA RAGA,BEKASI,2008,398,DID,KUR,FOLKLOR,DAK203,1,TIDAK BAIK
325,9-5-2023,544/SMPN3 KDR/2023,Y.SOEKARDI,SEMBURAT MERAH DI KAKI LANGIT,BINTANG ILMU,,2009,390,SOE,SEM,ADAT ISTIADAT DAN KEBIASAAN,DAK203,1,BAIK
326,9-5-2023,545/SMPN3 KDR/2023,ENDAR WISMULYANI,PERKEMBANGAN UANG DI INDONESIA,PERMATA EQUATOR MEDIA,JAKARTA,2008,"332,4",END,PER,UANG,DAK203,1,BAIK
327,9-5-2023,547/SMPN3 KDR/2023,GIBRAN MAULANA,PERSAHABATAN MERPATI DAN SEMUT,CAHAYA AGENCY,,nan,398,GIB,PER,FOLKLOR,DAK203,1,BAIK
328,9-5-2023,548/SMPN3 KDR/2023,YUDHISTIRA IKRANEGARA,BUKU PINTAR PRESTASI SANG JUARA,LINGKAR MEDIA,,nan,370,YUD,BUK,PENDIDIKAN ,DAK203,1,BAIK
329,9-5-2023,549/SMPN3 KDR/2023,DIDIK DJUNAEDI,SANG AHLI MELAYANG,GADING INTI PRIMA,JAKARTA,2008,398,DID,SAN,FOLKLOR,DAK203,1,BAIK
330,9-5-2023,550/SMPN3 KDR/2023,FIDELARA,MAKE TIKARAKO CERITA DARI TORAJA,BINA SUMBER DAYA MIPA,JAKARTA TIMUR,2015,398,FID,MAK,FOLKLOR,DAK203,1,BAIK
331,9-5-2023,551/SMPN3 KDR/2023,PROF.DR.DEDI SUPRIADI,SATUAN BIAYA PENDIDIKAN DASAR DAN MENENGAH,REMAJA ROSDAKARYA,BANDUNG,2003,371.2,DED,SAT,"PENDIDIKAN,SEKOLAH SWASTA",DAK203,1,BAIK
332,9-5-2023,552/SMPN3 KDR/2023,BUDI ARDIANSYAH,BERPRESTASI TUJUAN HIDUPKU,PIJAR,BEKASI,2010,371,BUD,BER ,PENDIDIKAN ,DAK203,1,BAIK
333,9-5-2023,553/SMPN3 KDR/2023,D.DENI KOSWARA HALIMAH,BAGAIMANA MENJADI GURU KREATIF,PRIBUMI MEKAR,BANDUNG,2008,371.1,DEN,BAG,"PENDIDIKAN ,PENGAJAR",DAK203,1,BAIK
334,9-5-2023,554/SMPN3 KDR/2023,TIRA IKRANEGARA,BAWANG MERAH PUTIH DAN DONGENG TERKENAL LAINNYA,DUA MEDIA,,nan,398,TIR,BAW,FOLKLOR,DAK203,1,BAIK
335,9-5-2023,555/SMPN3 KDR/2023,YANA WARDHANA,MANAJEMEN PENDIDIKAN UNTUK MENINGKATKAN BANGSA,PRIBUMI MEKAR,BANDUNG,2007,373,YAN,MAN,PENDIDIKAN TINGKAT SEKOLAH,DAK203,1,BAIK
336,9-5-2023,556/SMPN3 KDR/2023,HAMID MUHAMMAD PH.D,PEDOMAN PENELUSURAN MINAT PESERTA DIDIK SEKOLAH MENENGAH,SAI GLOBAL,,JAKARTA,370,HAM,PED,PENDIDIKAN ,DAK203,1,BAIK
337,9-5-2023,557/SMPN3 KDR/2023,SITI AMANAH,KEARIFAN LOKAL DALAM PENGEMBANGAN KOMUNITAS PESISIR,CITRA PRAYA,BANDUNG,2007,338.3,SIT,KEA,"PRODUKSI INDUSTRI,PERIKANAN",DAK203,1,BAIK
338,9-5-2023,562/SMPN3 KDR/2023,ELIN ROSALIN,GAGASAN MERANCANG PEMBELAJARAN KONTEKSTUAL,KASRA MANDIRI PERSADA,BANDUNG,2008,371.3,ELI,GAG,"HAL UMUM,METODE MENGAJAR",DAK203,1,BAIK
339,9-5-2023,563/SMPN3 KDR/2023,E.KOSASIH,IMPLEMENTASI MANAJEMEN STRATEGIS,SETIA PURNA INVES,BANDUNG,2006,"373,23",KOS,IMP,"PENDIDIKAN,TINGKAT PERTAMA",DAK203,1,BAIK
340,9-5-2023,564/SMPN3 KDR/2023,AGUNG FERYANTO ,BELAJAR MENGELOLA UANG DENGAN KOPERASI,PERMATA EQUATOR MEDIA,JAKARTA,2008,334,AGU,BEL,KOPERASI,DAK203,1,BAIK
341,9-5-2023,565/SMPN3 KDR/2023,D.DENI KOSWARA HALIMAH,KEBIASAAN KEPALA SEKOLAH EFEKTIF,PRIBUMI MEKAR,BANDUNG,2008,"371,2",DEN,KEB,"PENDIDIKAN,SEKOLAH SWASTA",DAK203,1,BAIK
342,9-5-2023,567/SMPN3 KDR/2023,CEPI TRIATNA,GURU SEBAGAI MENTOR,CITRA PRAYA,BANDUNG,2008,371.1,CEP,GUR,"PENDIDIKAN ,PENGAJAR",DAK203,1,BAIK
343,9-5-2023,568/SMPN3 KDR/2023,ENDANG SUMANTRI,KONSEP DASAR PENDIDIKAN NIALI,PRIBUMI MEKAR,BANDUNG,2006,372.9,END,KON,"PENDIDIKAN DASAR,HISTORIS",DAK203,1,BAIK
344,9-5-2023,569/SMPN3 KDR/2023,MUNAWIR YUSUF ,PENDIDIKAN BAGI ANAK DENGAN PROBLEMA BELAJAR,TIGA SERANGKAI ,SOLO,2003,370,MUN,PEN,PENDIDIKAN ,DAK203,1,BAIK
345,9-5-2023,570/SMPN3 KDR/2023,AF IDAH SLMAH,KEJAIBAN CANDI BOROBUDUR,MEDIATAMA,SURAKARTA,2007,392,IND,KEJ,JALAN KEHIDUPAN DAN KEHIDUPAN,DAK203,1,BAIK
346,9-5-2023,571/SMPN3 KDR/2023,EKO PRAPTANTO,SEJARAH INDONESIA,BINA SUMBER DAYA MIPA,JAKARTA,2010,321,EKO,SEJ,"SISTEM PEMERINTAH,NEGARA",DAK203,1,BAIK
347,9-5-2023,572/SMPN3 KDR/2023,PROF.DR.DASIM BUDIMANSYAH,PAKEM,GANESINDO,BANDUNG,2008,371.3,DAS,PAK,"HAL UMUM,METODE MENGAJAR",DAK203,1,BAIK
348,9-5-2023,574/SMPN3 KDR/2023,"MAYA ROHMAYATI,S.S",KUMPULAN CERITA RAKYAT PROVINSI JAWA BARAT,SARANA PANCA KARYA NUSA,,2009,398,MAY,KUM,FOLKLOR,DAK203,1,TIDAK BAIK
349,9-5-2023,575/SMPN3 KDR/2023,MB RAHIMSYAH.AR,KUMPULAN CERITA RAKYAT NUSANTARA,DUNIA MEDIA,,nan,398,RAH,KUM,FOLKLOR,DAK203,1,BAIK
350,9-5-2023,577/SMPN3 KDR/2023,NANIEK TR,PENGUSAHA CILIK,BESTARI KIDS,,2005,381.1,NAN,PEN,"PERDAGANGAN,PERDAGANGAN KECIL",DAK203,1,BAIK
351,9-5-2023,578/SMPN3 KDR/2023,IRWAN KUSDINAR,PESONA AIR DAN BUNYI,SARANA PANCA KARYA NUSA,,2009,372.3,IRW,PES,"SAINS,TEKOLOGI,KESEHATAN",DAK203,1,BAIK
352,9-5-2023,580/SMPN3 KDR/2023,WIDODO,AKU BANGGA MENJADI WARGA NEGARA INDONESIA,ARMANDELTA SELARAS,JAKARTA,2010,304.6,WID,AKU,"TINGKAH LAKU,PENDUDUK",DAK203,1,BAIK
353,9-5-2023,581/SMPN3 KDR/2023,INDAH SURYANINGTYAS,GLOBALISASI DI DUNIA PENDIDIKAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,339.4,IND,GLO,DIPLOMASI,DAK203,1,BAIK
354,9-5-2023,582/SMPN3 KDR/2023,NURSIWI ISMAWATI,AGRESI MILITER BELANDA,PERMATA EQUATOR MEDIA,JAKARTA,2008,341.6,NUR,AGR,"HUKUM INTERNASIONAL,HUKUM PERANG",DAK203,1,BAIK
355,9-5-2023,584/SMPN3 KDR/2023,YAN PALIMANAN,MAJAPAHIT,INDAHJAYA ADIPRATAMA,BANDUNG,2009,398,YAN,MAJ,FOLKLOR,DAK203,1,BAIK
356,9-5-2023,586/SMPN3 KDR/2023,ST PAUL MN,MEMBANGUN STRUKTUR BERSAMA ANAK USIA DINI,GADING INTI PRIMA,JAKARTA,2009,372,PAU,MEM,PENDIDIKAN DASAR,DAK203,1,BAIK
357,9-5-2023,587/SMPN3 KDR/2023,NUR SIWI ISNAWATI,PERSIAPAN PROKLAMASI KEMERDEKAAN INDONESIA,PERMATA EQUATOR MEDIA,JAKARTA,2008,"320,5",NUR,PER,IDEOLOGI PANCASILA,DAK203,1,BAIK
358,9-5-2023,588-594/SMPN3 KDR/2023,DR.IMAM THOLKHAH,"MANUSIA,AGAMA DAN PERDAMAIN",GHAZALI CENTER,CIPUTAT,2008,2X0,IMA,MAN,AGAMA ISLAM,DAK203,7,BAIK
359,9-5-2023,589/SMPN3 KDR/2023,DIDIK SUHARDI,PEMBINAAN PEMENUHAN STANDAR NASIONAL PENDIDIKAN,DEPDIKNAS,JAKARTA,2015,"379,1",DID,PEM ,"KEUANGAN,SUPERVISI.PENDIDIKAN",DAK203,1,BAIK
360,9-5-2023,590/SMPN3 KDR/2023,DIDIK SUHARDI,PEMBELAJARAN KONTEKSTUAL SMP,DEPDIKNAS,JAKARTA,2015,370,DID,PEM ,PENDIDIKAN ,DAK203,1,BAIK
361,9-5-2023,592/SMPN3 KDR/2023,DIDIK SUHARDI,PENGUATAN PROSES PEMBELAJARAN SEKOLAH MENENGAH,DEPDIKNAS,JAKARTA,2015,370,DID,PEN,PENDIDIKAN ,DAK203,1,BAIK
362,9-5-2023,593/SMPN3 KDR/2023,DRS VALENTINO BARUS,PRESTASI GEMILANG ANAK BANGSA SERI OLIMPIADE,LESTARI KIRANATAMA,JAKARTA,2010,371,VAL,PRE,HAL UMUM TENTANG PENDIDIKAN,DAK203,1,BAIK
363,9-5-2023,595/SMPN3 KDR/2023,KEPOLISIAN,PENCERAHAN PESERTA UJIAN SIM,,,,371,KEP,PEN,HAL UMUM TENTANG PENDIDIKAN,DAK203,1,BAIK
364,9-5-2023,596/SMPN3 KDR/2023,DIDIK SUHARDI,MISTERI KOTAK AJAIB,,,2013,370,DID,MIS,PENDIDIKAN ,DAK203,1,BAIK
365,9-5-2023,598/SMPN3 KDR/2023,DIDIK SUHARDI,SEPEDA UNTUK PELANGI,,,2013,370,DID,SEP,PENDIDIKAN ,DAK203,1,BAIK
366,9-5-2023,599/SMPN3 KDR/2023,DIDIK SUHARDI,MENANGKAP PETIR,,,2013,370,DID,MEN,PENDIDIKAN ,DAK203,1,BAIK
367,9-5-2023,600/SMPN3 KDR/2023,DIDIK SUHARDI,ARUNG ALAM,,,2013,370,DID,ARU,PENDIDIKAN ,DAK203,1,BAIK
368,9-5-2023,601/SMPN3 KDR/2023,DIDIK SUHARDI,NEGERI SERIBU DANAU,,,2013,370,DID,NEG,PENDIDIKAN ,DAK203,1,BAIK
369,9-5-2023,602/SMPN3 KDR/2023,DIDIK SUHARDI,JAGOAN SUPER KECIL,,,2013,370,DID,JAG,PENDIDIKAN ,DAK203,1,BAIK
370,9-5-2023,603/SMPN3 KDR/2023,DIDIK SUHARDI,BUKU KOMIK SERI PELAJARAN MENENGAH PERTAMA,,,2013,370,DID,BUK,PENDIDIKAN ,DAK203,1,BAIK
371,9-5-2023,604/SMPN3 KDR/2023,DIDIK SUHARDI,WARISAN ORANG TUA,,,2013,370,DID,WAR,PENDIDIKAN ,DAK203,1,BAIK
372,9-5-2023,605/SMPN3 KDR/2023,DIDIK SUHARDI,INDAHNYA BERBAGI,,,2013,370,DID,IND,PENDIDIKAN ,DAK203,1,BAIK
373,9-5-2023,606/SMPN3 KDR/2023,DIDIK SUHARDI,PENDAKIAN JAYA WIJAYA,,,2013,370,DID,PEN,PENDIDIKAN ,DAK203,1,BAIK
374,9-5-2023,607/SMPN3 KDR/2023,DIDIK SUHARDI,LARUTAN PENYELAMAT,,,2013,370,DID,LAR,PENDIDIKAN ,DAK203,1,BAIK
375,9-5-2023,611-614/SMPN3 KDR/2023,FARIKA,CARA ASYIK BELAJAR EJAAN,NUANSA CITRA GRAFIKA,BANDUNG,2006,405,FAR,CAR,TATABAHASA,DAK203,4,BAIK
376,9-5-2023,615-616/SMPN3 KDR/2023,MUHIBBIN SYAH,ENGLISH GRAMMAR,RAJA GRAFINDO PERSADA,JAKARTA,2010,421,MUH,ENG,"SITEM TULISAN,FONOLOGI",DAK203,2,BAIK
377,9-5-2023,617-619/SMPN3 KDR/2023,ERNA FITRINI,ALWAYS ENGLISH,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,ALW,PEMAKAIAN BAHASA INGGRIS,DAK203,3,BAIK
378,9-5-2023,620-621/SMPN3 KDR/2023,"RENI AGUSTIN P,S.PD",LEST UNDERSTAND ENGLISH,ERA PUSTAKA UTAMA,SURAKARTA,2011,425,REN,LET,TATA BAHASA INGGRIS,DAK203,2,BAIK
379,9-5-2023,622-623/SMPN3 KDR/2023,IRWAN KUSDINAR,PENGETAHUAN TENTANG MATA UANG,SARANA PANCA KARYA NUSA,,2009,"332,4",IRW,PEN,UANG,DAK203,2,BAIK
380,9-5-2023,624-625/SMPN3 KDR/2023,MUHAMMAD GIA,SINONIM DAN ANTONIM DALAM BAHASA INGGRIS,PACU MINAT BACA,JAKARTA,2011,423,MUH,SIN,KAMUS BAHASA INGGRIS,DAK203,2,BAIK
381,9-5-2023,626-628/SMPN3 KDR/2023,SUDARSONO,LANGKAH SUKSES BELAJAR BAHASA INGGRIS 1,IPA ABONG,JAKARTA,2008,425,SUD,LAN,TATA BAHASA INGGRIS,DAK203,3,BAIK
382,9-5-2023,629-630/SMPN3 KDR/2023,SUDARSONO,LANGKAH SUKSES BELAJAR BAHASA INGGRIS 2,IPA ABONG,JAKARTA,2008,425,SUD,LAN,TATA BAHASA INGGRIS,DAK203,2,BAIK
383,9-5-2023,631-632/SMPN3 KDR/2023,ANDY KRISIANTO,KAMUS IDIOM INGGRIS-INDONESIA,ANDY KRISIANTO,,2013,423.1,AND,KAM,KAMUS BAHASA INGGRIS,DAK203,2,BAIK
384,9-5-2023,633-635/SMPN3 KDR/2023,ERNA FITRINI,ENGLISH EVERYWHERE,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,ENG,PEMAKAIAN BAHASA INGGRIS,DAK203,3,BAIK
385,9-5-2023,636-637/SMPN3 KDR/2023,ARIEF KURNIAWAN,BELAJAR BAHASA INGGRIS MELALUI PERMAINAN,VISINDO MEDIA PERSADA,JAKARTA,2008,425,ARI,BEL,TATA BAHASA INGGRIS,DAK203,2,BAIK
386,9-5-2023,638-639/SMPN3 KDR/2023,"DR.DRS DJAWAHIR HEJAZZIEY, S.H.,M.A",ENGLISH COMPETENCY READING COMREHENSION,RAJAWALI PERS,CIPUTAT,2008,421.55,DJA,ENG,FONOLOGI BAHASA INGGRIS,DAK203,2,BAIK
387,10-5-2023,640-643/SMPN3 KDR/2023,AMINUDIN,PANDAI MEMAHAMI DAN MENULIS CERITA PENDEK,PRIBUMI MEKAR,BANDUNG,2007,412,AMI,PAN ,ETIMOLOGI BAHASA INDONESIA,DAK203,4,BAIK
388,10-5-2023,644-647/SMPN3 KDR/2023,ISMAIL KUSMAYADI,PENULISAN LAPORAN,TIGA SERANGKAI ,SOLO,2009,410,ISM,PEN,BAHASA INDONESIA,DAK203,4,BAIK
389,10-5-2023,648-649/SMPN3 KDR/2023,TANTI SETIAWATI,GRAMMARS SO EASY,SKETSA AKSARA LALITYA,JAKARTA,2010,425,TAN,GRA,TATA BAHASA INGGRIS,DAK203,2,BAIK
390,10-5-2023,650-653/SMPN3 KDR/2023,MEILANY,MAKNA KATA DAN MAJAS,INTER PLUS,JAKARTA,2009,415,MEI,MAK,TATA BAHASA INDONESIA,DAK203,4,BAIK
391,10-5-2023,654-655/SMPN3 KDR/2023,ERNA FITRINI,ENGLISH IS COOL,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,ENG,PEMAKAIAN BAHASA INGGRIS,DAK203,2,BAIK
392,10-5-2023,656-659/SMPN3 KDR/2023,PANDE KETUT KACA WINAYA SSP,PARI BAHASA BALI APANG CENING NAWANG,YAYASAN DANANJAYA,DENPASAR,2007,419,PAN,PAR,BAHASA DAERAH,DAK203,4,BAIK
393,10-5-2023,660-661/SMPN3 KDR/2023,ERNA FITRINI,SPEAKING ENGLISH AT HOME AND SCHOOL,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,SPE,PEMAKAIAN BAHASA INGGRIS,DAK203,2,BAIK
394,10-5-2023,662-663/SMPN3 KDR/2023,ERNA FITRINI,I SPEAK ENGLISH,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,ISP,PEMAKAIAN BAHASA INGGRIS,DAK203,2,BAIK
395,10-5-2023,664-666/SMPN3 KDR/2023,ERNA FITRINI,I LOVE ENGLISH,CAHAYA PUSTAKA RAGA,BEKASI,2009,428,ERN,ILO,PEMAKAIAN BAHASA INGGRIS,DAK203,3,BAIK
396,10-5-2023,667-668/SMPN3 KDR/2023,DR. DJAGO TARIGAN ,MEMBINA KETERAMPILAN MENULIS PARAGRAF DAN PENGEMBANGAANYA,ANGKASA BANDUNG,BANDUNG,1979,401,DJA,MEM,SISTEM TULISAN,DAK203,2,BAIK
397,10-5-2023,669/SMPN3 KDR/2023,ISMAIL KUSMAYADI,MENULIS DENGAN HATI MEMBANGUN MOTIVASI MENULIS,PRIBUMI MEKAR,BANDUNG,2007,412,ISM,MEN,ETIMOLOGI BAHASA INDONESIA,DAK203,1,BAIK
398,10-5-2023,670/SMPN3 KDR/2023,TAUFANI C.K.,MENGINTAL MINAT BACA SISWA,GLOBALINDO UIVERSAL MULTIKREASI,BANDUNG,2008,408. 4,TAU,MEN,"LINGUSTIK TERAPAN,MEMBACA",DAK203,1,BAIK
399,10-5-2023,671/SMPN3 KDR/2023,HANI INDRASARI,1500 HIMPUNAN PRIBAHASA INDONESIA,PUSTAKA DUA SURABAYA,SURABAYA,2001,410,HAN,HIM,BAHASA INDONESIA,DAK203,1,BAIK
400,10-5-2023,672/SMPN3 KDR/2023,UST.WACHIED ABDULLAH,KAMUS 3 BAHASA BERGAMBAR,PRIMA JAYA SURABAYA,,nan,413,WAC,KAM,KAMUS BAHASA INDONESIA,DAK203,1,BAIK
401,10-5-2023,673/SMPN3 KDR/2023,M.G HESTI PUJI RASTUTI,ALBUM PUISI,PERMATA EQUATOR MEDIA,JAKARTA,2008,410,HES,ALB,BAHASA INDONESIA,DAK203,1,BAIK
402,10-5-2023,674-675/SMPN3 KDR/2023,I GUSTI KETUT ANOM,PIDATO BASA BALI,SABHA SASTRA BALI ,,nan,419,GUS,PID,BAHASA DAERAH,DAK203,2,BAIK
403,10-5-2023,676/SMPN3 KDR/2023,MOH.SYAMSUL HIDAYAT S.PD,INTISARI KATA BAHASA INDONESIA,APOLO LESATARI,SURABAYA,2007,411,SYA,INT,FONOLOGI BAHASA INDONESIA,DAK203,1,BAIK
404,10-5-2023,677/SMPN3 KDR/2023,DENDY SUGONO,BUKU PRAKTIS BAHASA INDONESIA,KEMENTRIAN ,JAKARTA,2011,410,DEN,BUK,BAHASA INDONESIA,DAK203,1,BAIK
405,10-5-2023,678/SMPN3 KDR/2023,I.B PUTU BANGLI,HORTI BAHASA BALI,PARAMITA SURABAYA,SURABAYA,2006,419,BAN,HOR,BAHASA DAERAH,DAK203,1,BAIK
406,10-5-2023,679/SMPN3 KDR/2023,EKO SUGIARTO,EYD UNTUK PELAJAR DAN MAHASISWA,SUAKA MEDIA,YOGYAKARTA,2013,405,EKO,EYD,TATABAHASA,DAK203,1,BAIK
407,10-5-2023,680/SMPN3 KDR/2023,MARSA A.H.,AYO MENGENAL PARAGRAF,WANGSA JATRA LESTARI,,2009,411,MAR,AYO,FONOLOGI BAHASA INDONESIA,DAK203,1,BAIK
408,10-5-2023,681/SMPN3 KDR/2023,ANTON ADIWIYOTO,PERSONALITY PLUS,BINARUPA AKSARA,,,420,ANT,PER,"BAHASA INGGRIS,ANGLOSAXON",DAK203,1,BAIK
409,10-5-2023,682-683/SMPN3 KDR/2023,RASYID AKBAR,SERI AKU INGIN SEKOLAH MARON SANG JUARA,BESTARI KIDS,,2005,398,RAS,SER,FOLKLOR,DAK203,2,BAIK
410,10-5-2023,684/SMPN3 KDR/2023,PAUL SUPARNO,RISET TINDAKAN UNTUK PENDIDIK,GRAMEDIA WIDIASARANA ,JAKARTA,2008,411,PAU,RIS,FONOLOGI BAHASA INDONESIA,DAK203,1,BAIK
411,10-5-2023,685/SMPN3 KDR/2023,NINA FAUZI,BAGAIMANA MENCARI KAWAN DAN MEMPENGARUHI ORANG LAIN,BINARUPA AKSARA,JAKARTA,1998,420,NIN,BAG,"BAHASA INGGRIS,ANGLOSAXON",DAK203,1,BAIK
412,10-5-2023,686/SMPN3 KDR/2023,M.G . HESTI PUJI RASTUTI,SENI MENYUSUN KALIMAT,PERMATA EQUATOR MEDIA,JAKARTA,2008,412,HES,SEN,ETIMOLOGI BAHASA INDONESIA,DAK203,1,BAIK
413,10-5-2023,687/SMPN3 KDR/2023,YUDHISTIRA IKRANEGARA,KAMUS IDEAL,MEDIANTARA INDONESIA,,MALANG,423,YUD,KAM,KAMUS BAHASA INGGRIS,DAK203,1,BAIK
414,10-5-2023,688/SMPN3 KDR/2023,UTI DARMAWATI,TIPS MEMBUAT PENGUMUMAN,PERMATA EQUATOR MEDIA,JAKARTA,2008,412,UTI,TIP,ETIMOLOGI BAHASA INDONESIA,DAK203,1,BAIK
415,10-5-2023,689/SMPN3 KDR/2023,EDI WARSIDI,KECIL KECIL BERANI BERKIRIM SURAT,KASRA MANDIRI PERSADA,BANDUNG,2006,"411,5",EDI,KEC,FONOLOGI BAHASA INDONESIA,DAK203,1,BAIK
416,10-5-2023,690/SMPN3 KDR/2023,ANDRE ARDIANSYAH,EYD EJAAN YANG DISEMPURNAKAN,PUSTAKA AGUNG HARAPAN ,,SURABAYA,405,AND,EYD,TATABAHASA,DAK203,1,BAIK
417,10-5-2023,691/SMPN3 KDR/2023,M.G HESTI PUJI RASTUTI,SENI MEMILIH KATA,PERMATA EQUATOR MEDIA,JAKARTA,2008,415,HES,SEN,TATA BAHASA INDONESIA,DAK203,1,BAIK
418,10-5-2023,693/SMPN3 KDR/2023,ELIS NURLELA,GITA CITA HATI JUMENA,AZKA PRESS,,nan,400,ELI,GIT,BAHASA,DAK203,1,BAIK
419,10-5-2023,695/SMPN3 KDR/2023,"YUYUN YUNINGSIH,S.PD",HAPPY WITH ENGLISH,ERA PUSTAKA UTAMA,SURAKARTA,2012,425,YUY,HAP,TATA BAHASA INGGRIS,DAK203,1,BAIK
420,10-5-2023,696/SMPN3 KDR/2023,"YUYUN YUNINGSIH,S.PD",CLOSER TO WORD,ERA PUSTAKA UTAMA,SURAKARTA,2012,425,YUY,ERA,TATA BAHASA INGGRIS,DAK203,1,BAIK
421,10-5-2023,697/SMPN3 KDR/2023,MB. RAHIMSYAH. AR,KUMPULAN PERIBAHASA PANTUN DAN PUISI,SERBA JAYA,,SURABAYA,408,RAH,KUM,"LINGUSTIK TERAPAN,FRASA",DAK203,1,BAIK
422,10-5-2023,698/SMPN3 KDR/2023,YUNITA FARLINA,KAMUS ANAK INDONESIA-INGGRIS,GRAFINDO MEDIA PRATAMA,BANDUNG,2007,423.1,YUN,KAM,KAMUS BAHASA INGGRIS,DAK203,1,BAIK
423,10-5-2023,699/SMPN3 KDR/2023,WENDY WIDYA RATNA DEWI,SOPAN SANTUN BERBAHASA,PERMATA EQUATOR MEDIA,JAKARTA,2008,407,WEN,SOP,"DIALEKTOLOGI,LINGUISTIK HISTORIS",DAK203,1,BAIK
424,10-5-2023,700/SMPN3 KDR/2023,HANDRIANI W.PERMANA,BERBAHASA INGGRIS YANG BAIK DAN BENAR,PACU MINAT BACA,JAKARTA,2011,428,HAN,BER ,PEMAKAIAN BAHASA INGGRIS,DAK203,1,BAIK
425,10-5-2023,701/SMPN3 KDR/2023,MUSTIAWATI,ENGLISH NOUN AND PRONOUM,SKETSA AKSARA LALITYA,JAKARTA,2010,425,MUS,ENG,TATA BAHASA INGGRIS,DAK203,1,BAIK
426,10-5-2023,702/SMPN3 KDR/2023,I GUSTI MADE SUTJAJA,AKSARA BALI LEWAT BAHASA INDONESIA,PUSTAKA TARUKAN AGUNG,DENPASAR,2007,419,GUS,AKS,BAHASA-BAHASA DAERAH,DAK203,1,BAIK
427,10-5-2023,704/SMPN3 KDR/2023,I NENGAH TINGGEN,KOSA BAHASA SOR SINGGIH BASA BALI,,SINGARAJA,2001,419,TIN,KOS,BAHASA DAERAH,DAK203,1,BAIK
428,10-5-2023,705/SMPN3 KDR/2023,PROF.DR.HJ.T FATIMAH DJAJASUDARMA,SEMANTIK 2 PEMAHAMAN ILMU MAKNA,REFIKA ADITAMA,BANDUNG,2010,400,FAT,SEM,"BAHASA,SEMANTIK",DAK203,1,BAIK
429,10-5-2023,706/SMPN3 KDR/2023,DRA.SULASTRI ,PRACTICAL ENGLISH CONVERSATION,BERINGIN 55 ,,SOLO,428,SUL,PRA,PEMAKAIAN BAHASA INGGRIS,DAK203,1,BAIK
