id,entry_date,inventory_number,author,title,publisher,city,year,category_id,call_number_author,call_number_title,category_name,source,quantity,status
1,19-4-2023,01/SMPN3 KDR/2023,RPUL BUANA RAYA ,RANGKUMAN PENGETAHUAN UMUM,RPUL BUANA RAYA ,JAKARTA,2014,000,BUA,RPA,KARYA UMUM,DAK203,1,BAIK
2,19-4-2023,02/SMPN3 KDR/2023,TIM CBM,MENJELAJAH SUNGAI NIL,NUANSA CITRA DRAFIKA,JAKARTA,2008,001,TIM,MEN,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
3,19-4-2023,03/SMPN3 KDR/2023,HENDY HERMAWAN ,GURU MENULIS, CITRA PRAYA,BANDUNG,2006,070,HEN,GUR,JURNALISM ,DAK203,1,BAIK
4,19-4-2023,04-05/SMPN3 KDR/2023,SUHARNO WIDI NUGROHO ST,MENGENAL LEMBAR KERJA MS EKCEL,BSD MIPA,JAKARTA,2010,004,SUH,MEN ,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,2,BAIK
5,19-4-2023,06-07/SMPN3 KDR/2023,SANYO SAPUTRA,MENGGAMBAR DENGAN MICROSOFT PAINT,EXACT GANECA,JAKARTA,2007,004,SAN,MEN,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,2,BAIK
6,19-4-2023,08-09/SMPN3 KDR/2023,DIKY RACHMAT DAN YUSUF SOBARI,COREL DRAW,TIGA SERANGKAI ,BANDUNG,2009,006,DIK,COR,METODE KHUSUS KOMPUTER,DAK203,2,BAIK
7,19-4-2023,10/SMPN3 KDR/2023,ZAINAL ARIFIN,MEMBUAT DOKUMEN SEDERHANA MENGGUNAKAN WORD 2007, BINAMUDA CIPTAKREASI,DEPOK,2015,005.3,ZAI,MEM,PEMROGRAMAN KOMPUTER ,DAK203,1,BAIK
8,19-4-2023,11/SMPN3 KDR/2023,BUDI SUPRIYANTO,SELAYAN PANDANG INSTRUMEN MUSIK TRADISIONAL INDONESIA,AZKA PRESS,JAKARTA,2009,001,BUD,SEL,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
9,19-4-2023,12/SMPN3 KDR/2023,A. SOLIHAT,MENGGUNAKAN INTERNET,GAZA PUBLISHING ,BANDUNG,2014,004,ASO,MEN,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,1,BAIK
10,19-4-2023,13-14/SMPN3 KDR/2023,MUHAMMAD ZAKI,KEGEMARANKU,SARANA PANCA KARYA NUSA,BANDUNG,2009,001.1,MUH,KEG,ILMU PENGETAHUAN UMUM,DAK203,2,BAIK
11,19-4-2023,16/SMPN3 KDR/2023,VIVI VIBARIANI,MENGENAL MUSEUM, WIDYA DUTA GRAFIKA,BANDUNG,2007,069,VIV,MEN,MUSEOLOGI,DAK203,1,BAIK
12,19-4-2023,17/SMPN3 KDR/2023,SAM.S.WARIB,BUKU PINTAR BERPRESTASI,BINTANG USAHA JAYA,,nan,001,SAM,BUK,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
13,19-4-2023,19/SMPN3 KDR/2023,VARUNI DIAN W,POHON DALAM PERUT, ERA ADICITRA INTERMEDIA,SOLO,2010,002,VAR,POH,"SEJARAH,DESKRIPSI,PENILAIAN ",DAK203,1,BAIK
14,19-4-2023,20-21/SMPN3 KDR/2023,ZAINAL ARIFIN,MENGOPRASIKAN KOMPUTER, PIJAR,TANGERANG,2009,004,ZAI,MENG,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,2,BAIK
15,19-4-2023,22/SMPN3 KDR/2023,S.ROSITAWATY,ALAM SEMESTA, GRAFINDO MEDIA PRATAMA,JAKARTA,2006,031,SRO,ALA,ENSIKLOPEDIA BAHASA INDONESIA ,DAK203,1,BAIK
16,19-4-2023,23-25/SMPN3 KDR/2023,EDI WARSIDI,RESENSI BUKU,MITRA UTAMA,BEKASI,2008,002,EDI,RES,"SEJARAH,DESKRIPSI,PENILAIAN ",DAK203,3,BAIK
17,19-4-2023,26/SMPN3 KDR/2023,YULIA,DASAR PRAKTIS MICROSOFT EXEL,TIGA SERANGKAI ,BANDUNG,2009,003.3,YUL,DAS,SISTEM SIMULASI KOMPUTER,DAK203,1,BAIK
18,19-4-2023,27/SMPN3 KDR/2023, AMELIA PILIANG ,ENSIKLOPEDIA BIOLOGI TUBUH MANUSIA,AMELIA PILIANG,BANDUNG,2013,031,AME,ENS ,ENSIKLOPEDIA BAHASA INDONESIA ,DAK203,1,BAIK
19,19-4-2023,28/SMPN3 KDR/2023,ANI SOFIANI DAN HUFRON SOFYANTO,ENSIKLOPEDIA PELAJAR TEMATIK,INTI MEDIA CIPTANUSANTARA,JAKARTA TIMUR,2015,031,ANI ,ENS ,ENSIKLOPEDIA BAHASA INDONESIA ,DAK203,1,BAIK
20,19-4-2023,29/SMPN3 KDR/2023,"DEDEN SOPANDY,E.GUSNADIN",MENGOLAH GAMBAR SEDERHANA DENGAN PHOTOSHOP,TIGA SERANGKAI ,SOLO,2009,004,DED,MEN ,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,1,BAIK
21,19-4-2023,33-34/SMPN3 KDR/2023,SUHARNO WIDI NUGROHO ST,MENGENAL LEMBAR KERJA,BSD MIPA,,2010,004,SUH,MEN,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,2,BAIK
22,19-4-2023,35/SMPN3 KDR/2023,"DRS.IWAYAN SUIRTHA,M.PD",PANDUAN BERLATIH MICROSOFT EXEL KELAS VIII,SMP N 3 KEDIRI,,2011,004,DRS,PAN ,PENGOLAHAN DATA ILMU KOMPUTER ,DAK203,1,BAIK
23,19-4-2023,36-37/SMPN3 KDR/2023,ABU AZKA,MENGENAL PIRANTI KOMPUTER PRIBADI, CAHAYA PUSTAKA RAGA,BANDUNG,2009,004.028,ABU,MEN,"PERAKITAN KOMPUTER,PEMELIHARAAN ",DAK203,2,BAIK
24,20-4-2023,38/SMPN3 KDR/2023,SUHARNO WIDI NUGROHO ST,BERMAIN INTERNET,BERINGIN KENCANA JAYA,JAKARTA,2006,004.68,SUH,BER ,"ILMU UMUM,AREA NETWORK ",DAK203,1,BAIK
25,20-4-2023,39/SMPN3 KDR/2023,M.REZKY,MENJELAJAH INTERNET,PAHAYA PUSTAKA RAGA,,2009,004.678,MRE,MEN,PANDUAN BERINTERNET ,DAK203,1,BAIK
26,20-4-2023,42/SMPN3 KDR/2023,ZAINAL ARIFIN,MICROSOFT OFFICE,BINAMUDA CIPTAKREASI,,2015,005,ZAI,MIC,PEMROGRAMAN KOMPUTER ,DAK203,1,BAIK
27,20-4-2023,43-44/SMPN3 KDR/2023,ZAINAL ARIFIN,MENGENAL MICROSOFT OFFICE EXEL 2007,BINAMUDA CIPTAKREASI,DEPOK,2009,005,ZAI,MEN,PEMROGRAMAN KOMPUTER ,DAK203,2,BAIK
28,20-4-2023,45/SMPN3 KDR/2023,SUHARNO WIDI NUGROHO ST,BERMAIN LEMBAR PRESENTASI,BERINGIN KENCANA JAYA,JAKARTA,2006,005.3,SUH,BER ,KARYA UMUM,DAK203,1,BAIK
29,20-4-2023,47-48/SMPN3 KDR/2023,ZAINAL ARIFIN,MENGENAL MICROSOFT WORD 2007,BINAMUDA CIPTAKREASI,DEPOK,2009,005.43,ZAI,MEN,PENGENALAN POLA KOMPUTER ,DAK203,2,BAIK
30,20-4-2023,49/SMPN3 KDR/2023,"DR IWAYAN RAMANTHA SE,MM.AK",BULETIN STUDI EKONOMI,UNIVERSITAS UDAYANA,DENPASAR,2006,050,DRI,BUL,TERBITAN UMUM DAN INDEKS,DAK203,1,BAIK
31,20-4-2023,50/SMPN3 KDR/2023,ANDREA ADELHEID,TIPS DAN TRIK TERSEMBUNYI MICROSOFT OFFICE 2013,MEDIAKOM,JAKARTA,2014,006,AND,TIP,METODE KHUSUS KOMPUTER,DAK203,1,BAIK
32,20-4-2023,53/SMPN3 KDR/2023,DRS A.A.G RAKA MAS,MENGELOLA PERPUSTAKAAN SECARA EFEKTIF DN EFISIEN,PARAMITA SURABAYA,SURABAYA,2007,025,DRS,MEN,"PELAYANAN,PENGOLAHAN,ARSIP ",DAK203,1,BAIK
33,20-4-2023,54-55/SMPN3 KDR/2023,DENY RIAN,MENGENAL HARDWARE DAN SOFTWAER KOMPUTER,CITRAUNGGUL LAKSANA,JAKARTA TIMUR,2008,006.6,DEN,MEN,"PERANGKAT KERAS,PEMROGRAMAN ",DAK203,2,BAIK
34,20-4-2023,56-60/SMPN3 KDR/2023,ANA YULIASTANTI,BEKERJA SEBAGAI DESAINER GRAFIS, GELORA AKSARA PRATAMA,JAKARTA,2008,066.66,ANA,BEK,KARYA UMUM,DAK203,5,BAIK
35,20-4-2023,61-62/SMPN3 KDR/2023,"DENDY SUGONO,ABDUL ROZAK ZIDAN",DARI PEMBURU KE TERAPEUTIK, REMAJA ROSDAKARYA,BANDUNG,2005,012,DEN,DAR,"BIBILOGRAFI,KATALOG KARYA PERORANGAN",DAK203,2,BAIK
36,20-4-2023,65/SMPN3 KDR/2023,SITI AMANAH,KERARIFAN LOKAL DALAM PENGEMBANGAN KOMUNITAS PESISIR,CITRA PRAYA,BANDUNG,2007,070,SIT,KER,JURNALISM ,DAK203,1,BAIK
37,20-4-2023,67/SMPN3 KDR/2023,UTI DARMAWATI,OPINI FAKTA KOMENTAR TANGGAPAN KRITIKAN SARAN,PERMATA EQUATOR MEDIA,,2008,070.1,UTI,OPI,MEDIA BERITA,DAK203,1,BAIK
38,20-4-2023,68-69/SMPN3 KDR/2023,FITRIYAN DENNIS,BEKERJA SEBAGAI WARTAWAN,GELORA AKSARA PRATAMA,JAKARTA,2008,070,FIT,BEK,JURNALISM ,DAK203,2,BAIK
39,20-4-2023,70-72/SMPN3 KDR/2023,BAMBANG TRIMANSYAH,JURNALISTIK UNTUK REMAJA, KARYA KITA,,2010,071,BAM,JUR,JURNALISME DI INDONESIA ,DAK203,3,BAIK
40,20-4-2023,73/SMPN3 KDR/2023,BUDI SULISTYO,PELUANG USAHA TANPA MODAL BESAR,ERA ADICITRA INTERMEDIA,SOLO,2010,001,BUD,PEL,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
41,20-4-2023,74-75/SMPN3 KDR/2023,A. SETIAWAN,MENCINTAI TUHAN BERARTI MENCINTAI DIRI SENDIRI,RIZKY ADITYA,JAKARTA TIMUR,2015,028.5,ASE,MEN,"BACAAN ANAK,REMAJA",DAK203,2,BAIK
42,20-4-2023,76/SMPN3 KDR/2023,MARTINI,MASIH ADA HARAPAN,AZKA PRESS,,2006,001,MAR,MAS,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
43,20-4-2023,77/SMPN3 KDR/2023,ST.MIHARJA,PEMBERONTAKAN MADIUN,SARANA PANCA KARYA NUSA,BANDUNG,2009,002,STM,PEM ,"SEJARAH,DESKRIPSI,PENILAIAN ",DAK203,1,BAIK
44,20-4-2023,78-79/SMPN3 KDR/2023,DIDIK DJUNAEDI,THE GOATS SECRET AND OTHER STORIES,CAHAYA PUSTAKA RAGA,BEKASI,2008,001,DID,THE,ILMU PENGETAHUAN UMUM,DAK203,2,BAIK
45,20-4-2023,80-81/SMPN3 KDR/2023,MAYA ROHMAYATI,SAAT LIBURAN YANG KUNANTI,SARANA PANCA KARYA NUSA,BANDUNG,2009,001.1,MAY,SAA,"ILMU PENGETAHUAN UMUM,INTELEKTUAL",DAK203,2,BAIK
46,20-4-2023,82/SMPN3 KDR/2023,RUBI,BENCANA ALAM,ELEX MEDIA KOMPUTINDO ,SURABAYA,2011,001.4,RUB,BEN,"ILMU PENGETAHUAN UMUM,PENELITIAN ",DAK203,1,BAIK
47,20-4-2023,83/SMPN3 KDR/2023,"PROF.DR.ACHMAD MUBAROK,M.A",AKHLAK MULIA MENGUKIR JATI DIRI,IMPERIAL BHAKTI UTAMA,BANDUNG,2008,001.1,ACH,AKH,"ILMU PENGETAHUAN UMUM,INTELEKTUAL",DAK203,1,BAIK
48,20-4-2023,84/SMPN3 KDR/2023,ZAHRA,PETUALANGAN DI DUFAN,GANECA EXACT,JAKARTA,2006,002,ZAH,PET,"SEJARAH,DESKRIPSI,PENILAIAN ",DAK203,1,BAIK
49,20-4-2023,85/SMPN3 KDR/2023,TAUFANI C.K.,MENGINSTAL MINAT BACA SISWA,GLOBALINDO ,BANDUNG,2008,028.5,TAU,MEN,"BACAAN ANAK,REMAJA",DAK203,1,BAIK
50,20-4-2023,86/SMPN3 KDR/2023,MADE SUARSA ,KEBO TARUNANTAKA,PARAMITA SURABAYA,SURABAYA,2009,001,MAD,KEB,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
51,20-4-2023,87/SMPN3 KDR/2023,HESTTY P.UTAMI,MENGENAL CAHAYA DAN OPTIK,GANECA EXACT,JAKARTA,2007,621.38,HES,MEN,FISIKA,DAK203,1,BAIK
52,20-4-2023,88/SMPN3 KDR/2023,HELEN FOSTER,DIET BEBAS LAPAR,ESENSI ERLANGGA GROUP,,2007,613.2,HEL,DIE,KESEHATAN UMUM ,DAK203,1,BAIK
53,20-4-2023,89/SMPN3 KDR/2023,DR.I MADE TITIB,PERKAWINAN DAN KEHIDUPAN KELUARGA MENURUT VEDA,PARAMITA SURABAYA,SURABAYA,1996,001,IMA,PER,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
54,20-4-2023,90/SMPN3 KDR/2023,TITIN FITRIANA ,TERKAPAR DI LOKASI ANGKER,GANECA EXACT,JAKARTA,2007,002,TIT,TER,"SEJARAH,DESKRIPSI,PENILAIAN ",DAK203,1,TIDAK BAIK
55,21-4-2023,91-92/SMPN3 KDR/2023,YULDI ,KARAKTER PRIBADI SABAR,RIZKY ADITYA,JAKARTA,2015,179,YUL,KAR,NORMA ETIK ,DAK203,2,BAIK
56,21-4-2023,93-94/SMPN3 KDR/2023,ZOULISHKHA,INI GUE SUWER,ANDI YOGYAKARTA,YOGYAKARTA,2013,155.5,ZOU,INI,PSIKOLOGI REMAJA,DAK203,2,BAIK
57,21-4-2023,95-97/SMPN3 KDR/2023,PROF DR AHMAD MUBARAK M.A,MENITI HARI DEPAN,IMPERIAL BHAKTI UTAMA,BANDUNG,2008,177,PRO,MEN,ETIKA HUBUNGAN SOSIAL ,DAK203,3,BAIK
58,21-4-2023,98-99/SMPN3 KDR/2023,JOKO DARMAWAN SH.M.SI,KERAJAAN NUSANTARA,DIVISI ERLANGGA,JAKARTA,2016,100,JOK,KER,ILMU FILSAFAT,DAK203,2,BAIK
59,21-4-2023,100-103/SMPN3 KDR/2023,B.SURYOSUBROTO,KISAH RAMAYANA,ERLANGGA GROUP,JAKARTA,2016,100,SUR,KIS,ILMU FILSAFAT,DAK203,4,BAIK
60,21-4-2023,104/SMPN3 KDR/2023,"PROF.DR.H.ABDULLAH IDI,M.ED","ETIKA PENDIDKAN KELURGA,SEKOLAH DAN MASYARAKAT",RAJAGRAFINDO PERSADA,JAKARTA,2016,179,ABD,ETI,NORMA ETIK ,DAK203,1,BAIK
61,21-4-2023,105/SMPN3 KDR/2023,DRS.A.A.G RAKA MAS,TUTUNAN SUSILA UNTUK MERAIH HIDUP BAHAGIA,PARAMITA SURABAYA,SURABAYA,2010,170,RAK,TUT,NORMA ETIK ,DAK203,1,BAIK
62,21-4-2023,106/SMPN3 KDR/2023,JRO MANGKU PULASARI,SOCA MAUTAMA,PARAMITA SURABAYA,SURABAYA,2008,148,JRO,SOC,TRADISIONALISME,DAK203,1,BAIK
63,21-4-2023,107/SMPN3 KDR/2023,"MASYUDI,S.PD",CEPAT DAPAT KERJA,ERLANGGA GROUP,BANDUNG,2013,001,MAS,CEP,ILMU PENGETAHUAN UMUM,DAK203,1,BAIK
64,21-4-2023,108/SMPN3 KDR/2023,MUHAMMAD HABIBIE,CERDAS DAN CERGAS MERANCANG SUKSES DIRI,TIGA SERANGKAI ,SOLO,2009,153.2,MUH,CER,PSIKOLOGI ,DAK203,1,BAIK
65,21-4-2023,109/SMPN3 KDR/2023,NANCY STEVENSON,SENI MEMOTIVASI,ANDI YOGYAKARTA,YOGYAKARTA,2001,158.1,NAN,SEN,PSIKOLOGI TERAPAN,DAK203,1,BAIK
66,21-4-2023,110/SMPN3 KDR/2023,AMINUDIN,SIAPA BILANG AKU LEMAH,KARYA KITA,BANDUNG,2007,155.2,AMI,SIA,PSIKOLOGI DIFERENSIAL ,DAK203,1,BAIK
67,24-4-2023,111/SMPN3 KDR/2023,NILA PURNAMAWATI,TEMUKAN BAKAT ANAK ANDA,PANDA MEDIA,JAKARTA,2014,153.9,NIL,TEM,INTELIGENSI,DAK203,1,BAIK
68,24-4-2023,112/SMPN3 KDR/2023,MITHA YANUARTI,BUDI PEKERTI KEPADA GURU,KARYA MANDIRI PRATAMA,JAKARTA,2006,170,MIT,BUD,NORMA ETIK ,DAK203,1,BAIK
69,24-4-2023,113/SMPN3 KDR/2023,TITIS ASMARANDANA ,PRIMBON PRIA DAN WANITA LENGKAP,DUA MEDIA,,nan,133.5,TIT,PRI,INTEKTUAL ,DAK203,1,BAIK
70,24-4-2023,114/SMPN3 KDR/2023,RAHMAT HIDAYAT,MENJADI ANAK YANG BERAKHLAK MULIA,RIZKY ADITYA,JAKARTA,2015,179,RAH,MEN,LAIN-LAIN NORMA ETIK ,DAK203,1,BAIK
71,24-4-2023,115/SMPN3 KDR/2023,A.A GEDE RAKA MAS,TATA SUSILA DAN BUDHI PEKERTI HINDU,PARAMITA SURABAYA,JAKARTA,2014,170,GED,TAT,NORMA ETIK ,DAK203,1,BAIK
72,24-4-2023,116/SMPN3 KDR/2023,IMAM RATRIOSO,REMAJA UNGGUL KAMUKAH ITU ?,PERCA,PULOGADUNG,2008,155.5,IMA,REM,PSIKOLOGI REMAJA,DAK203,1,TIDAK BAIK
73,24-4-2023,117/SMPN3 KDR/2023,JRO MANGKU PULASARI,UKURAN KERIS UTAMA, PARAMITA SURABAYA,SURABAYA,2009,148,JRO,UKU,TRADISIONALISME,DAK203,1,BAIK
74,24-4-2023,118/SMPN3 KDR/2023,CEPI TRIATNA,EQ POWER PANDUAN MENINGKATKAN KECERDASAN EMOSIONAL,CITRA PRAYA,BANDUNG,2008,153.9,CEP,EQP,"KECERDASAN,KEMAMPUAN ",DAK203,1,BAIK
75,25-4-2023,119-120/SMPN3 KDR/2023,WAYAN BUDHA GAUTAMA,TUTUR RARE ANGON, PARAMITA SURABAYA,SURABAYA,2008,170,WAY,TUT,NORMA ETIK ,DAK203,2,BAIK
76,25-4-2023,121-122/SMPN3 KDR/2023,NIKEN TAMBANG RARAS,DAKSINA,PARAMITA SURABAYA,SURABAYA,2006,200.2,NIK,DAK,ANEKA RAGAM TENTANG AGAMA,DAK203,2,BAIK
77,25-4-2023,123-124/SMPN3 KDR/2023,DRS K.M SUHARDANA,YAMA NIYAMA BRATA,PARAMITA SURABAYA,DENPASAR,2010,211,SUH,YAM,KONSEP TENTANG TUHAN ,DAK203,2,BAIK
78,25-4-2023,125-126/SMPN3 KDR/2023,DRS I WAYAN SUJA M.SI,MEMAHAMI AGAMA LEWAT FENOMENA SAINS,PARAMITA SURABAYA,SURABAYA,2010,200,SUJ,MEM,AGAMA,DAK203,2,BAIK
79,25-4-2023,127-128/SMPN3 KDR/2023,PROF DR AHMAD MUBARAK M.A,AKHLAK MULIA INGIN BANYAK TEMAN,IMPERIAL BHAKTI UTAMA,BANDUNG,2008,297,AHM,AKH,"NORMA ETIK, KARAKTER",DAK203,2,BAIK
80,25-4-2023,129-130/SMPN3 KDR/2023,"NI WAYAN SURATMI S.SG,M.PD.H",SISYA SESANA,PARAMITA SURABAYA,SURABAYA,2010,200.1,SUR,SIS,"FILSAFAT,TEORI AGAMA",DAK203,2,BAIK
81,25-4-2023,131-132/SMPN3 KDR/2023,JRO MANGKU PULASARI,BABAD PULASARI LAN BISAMA IDA BHATARA DALEM TARUKAN,PARAMITA SURABAYA,BANDUNG,2007,200,JRO,BAB,AGAMA,DAK203,2,BAIK
82,26-4-2023,133-134/SMPN3 KDR/2023,I GEDE SUJANA,PENGANTAR KITAB ITIHASA,PARAMITA SURABAYA,SURABAYA,2011,294,SUJ,PEN,AGAMA ASAL INDIA ,DAK203,2,BAIK
83,26-4-2023,135-136/SMPN3 KDR/2023,I GEDE JAMAN S.AG,MEMBINA KELUARGA SEJAHTERA,PARAMITA SURABAYA,JAKARTA,1995,294.35,JAM,MEM,"AGAMA,TEOLOGI MORAL",DAK203,2,BAIK
84,26-4-2023,137/SMPN3 KDR/2023,DR TTJOK RAI SUDHARTA M.A,NASIHAT SRI RAMA SAMPAI MASA KINI,UPADA SASTRA,DENPASAR,1993,294,RAI,NAS,AGAMA ASAL INDIA ,DAK203,1,BAIK
85,26-4-2023,138/SMPN3 KDR/2023,KOMUNITAS DIAN AKSARA,PENEMUAN YANG MENGUBAH DUNIA,KIARA ALIFIANI,,JAKARTA SELATAN,213,DIA,PEN,PENCIPTAAN KEHIDUPAN ,DAK203,1,BAIK
86,26-4-2023,139/SMPN3 KDR/2023,MADE ARIPTA WIBAWA,IBU DURGA,PARAMITA SURABAYA,SURABAYA,2007,294.5,ARI,IBU,"HINDUISME,TERMASUK BRAHMANISME",DAK203,1,BAIK
87,26-4-2023,140/SMPN3 KDR/2023,A.A.NGR PRIMA SURYA WIJAYA,KIDUNG PANCA YAJNA,PARAMITA SURABAYA,SURABAYA,2004,294,PRI,KID,AGAMA ASAL INDIA ,DAK203,1,BAIK
88,26-4-2023,141/SMPN3 KDR/2023,SRI HARTINI,TANYA JAWAB TENTANG BHAGAVATAM PURANA,PARAMITA SURABAYA,SURABAYA,2002,294,SRI,TAN,AGAMA ASAL INDIA ,DAK203,1,BAIK
89,26-4-2023,142/SMPN3 KDR/2023,DRS K.M SUHARDANA,KUSUMA DEWA LIMA PERSI PERSAMAAN DAN PERBEDAANNYA,PARAMITA SURABAYA,SURABAYA,2010,200,SUH,KUS,AGAMA,DAK203,1,BAIK
90,26-4-2023,143/SMPN3 KDR/2023,GEDE PRAMA ,MEKAR DALAM KEDAMAIAN,COMPASSION,,2017,294.53,GED,MEK,DOKTRIN HINDU,DAK203,1,BAIK
91,26-4-2023,144/SMPN3 KDR/2023,PROF DR I WAYAN JANDRA S.U,MEMOHON DAN MENDIDIK PUTRA SUPUTRA,PANAKOM PUBLISHING,DENPASAR,2009,200.8,JAN,MEM,"AGAMA BERKENAN,JENIS ORANG ",DAK203,1,BAIK
92,27-4-2023,145/SMPN3 KDR/2023,IGMA SANJAYA,MENGANGKAT NILAI-NILAI AGAMA DALAM MENGHADAPI GLOBALISASI,PARAMITA SURABAYA,SURABAYA,2002,294,SAN,MEN,AGAMA ASAL INDIA ,DAK203,1,BAIK
93,27-4-2023,146/SMPN3 KDR/2023,I KETUT SUBAGIASTA,ETIKA PENDIDIKAN AGAMA HINDU,PARAMITA SURABAYA,SURABAYA,2007,294,SUB,ETI,AGAMA ASAL INDIA ,DAK203,1,BAIK
94,27-4-2023,147/SMPN3 KDR/2023,I WAYAN BUDHA GAUTAAMA,TUTUR LEBUR GANGSA,PARAMITA SURABAYA,SURABAYA,2003,290,BUD,TUT,PERBANDINGAN AGAMA ,DAK203,1,BAIK
95,27-4-2023,148/SMPN3 KDR/2023,YULDI,KARAKTER PRIBADI JUJUR,RIZKY ADITYA,JAKARTA TIMUR,2015,200,YUL,KAR,AGAMA,DAK203,1,BAIK
96,27-4-2023,149/SMPN3 KDR/2023,PANDITA I GUSTI NGURAH MADE SUYADNYA,AYWA WERA DAN PEMAHAMANNYA,PARAMITA SURABAYA,JAKARTA,2005,294,SUY,SYW,AGAMA ASAL INDIA ,DAK203,1,BAIK
97,27-4-2023,150/SMPN3 KDR/2023,IGA DEWI PARAMITA S.S,"MANTRA, INISIASI,MEDITASI,DAN YOGA",PARAMITA SURABAYA,SURABAYA,2002,294,DEW,MAN,AGAMA ASAL INDIA ,DAK203,1,BAIK
98,28-4-2023,151/SMPN3 KDR/2023,QASIM MIRKHALAF ZADEH,SHALAT,QORINA,JAKARTA,2010,210,QAS,SHA,AGAMA ISLAM,DAK203,1,BAIK
99,28-4-2023,152/SMPN3 KDR/2023,NIKEN TAMBANG RARAS,KEWANGEN,PARAMITA SURABAYA,SURABAYA,2011,200,NIK,KEW,AGAMA,DAK203,1,BAIK
100,28-4-2023,153/SMPN3 KDR/2023,DRS A.A.G RAKA MAS,MENJADI ORANG TUA MULIA DAN BERGUNA,PARAMITA SURABAYA,SURABAYA,2008,200,RAK,MEN,AGAMA,DAK203,1,BAIK
101,28-4-2023,154/SMPN3 KDR/2023,IDA IDEWA GEDE CAKRA NEGARA,DHARMA AGAMA DAN NEGARA,PARAMITA SURABAYA,SEMARAPURA,2008,200,IDA,DHA,AGAMA,DAK203,1,BAIK
102,28-4-2023,155/SMPN3 KDR/2023,WAYAN WINDIA,TRANSFORMASI IRIGASI SUBAK BERDASARKAN KONSEP TRIHITAKARANA,PUSTAKA BALI POST,DENPASAR,2006,294.37.5,WIN,TRA,"KEGIATAN,PENDIDIKAN,HINDUISME",DAK203,1,BAIK
103,28-4-2023,156/SMPN3 KDR/2023,H RESTIANTI,ETIKA ISLAM MENENTUKAN KARAKTER REMAJA,RIZKY ADITYA,JAKARTA TIMUR,2015,297.77,RES,ETI,AGAMA ISLAM,DAK203,1,BAIK
104,28-4-2023,157/SMPN3 KDR/2023,I NYOMAN SINGGIN WIKARMAN,HARI RAYA HINDU BALI-INDIA,PARAMITA SURABAYA,SURABAYA,2005,200.2,SIN,HAR,ANEKA RAGAM TENTANG AGAMA,DAK203,1,BAIK
105,28-4-2023,158/SMPN3 KDR/2023,IBNU NAUVAL,KISAH IBRAHIM KEKASIH ALLAH,BINA ILMU,SURABAYA,2007,297.246,IBN,KIS,AGAMA ISLAM,DAK203,1,BAIK
106,28-4-2023,159/SMPN3 KDR/2023,IGA DEWI PARAMITA S.S,MEDITASI YOGA TRADISI HIMALAYA,PARAMITA SURABAYA,SURABAYA,2011,200,DEW,MED,AGAMA,DAK203,1,BAIK
107,28-4-2023,160/SMPN3 KDR/2023,IDA BAGUS PERADNYAN,NYEPI BERLANDASKAN KITAB SUCI VEDA,PARAMITA SURABAYA,SURABAYA,2006,294.37.5,PER,NYE,"KEGIATAN,PENDIDIKAN,HINDUISME",DAK203,1,BAIK
108,28-4-2023,161/SMPN3 KDR/2023,MANGKU ALIT PEKANDELAN,KANDA EMPAT SARI SAKTI TANPA GURU,PARAMITA SURABAYA,SURABAYA,2007,294.37.5,ALI,KAN,"KEGIATAN,PENDIDIKAN,HINDUISME",DAK203,1,BAIK
109,28-4-2023,162/SMPN3 KDR/2023,KHALID BIN ABDURRAHMAN,DETIK-DETIK MENJELANG AJAL,PUSTAKA AL KAUSTAR,JAKARTA TIMUR,1996,297.4,KHA,DET,AGAMA ISLAM,DAK203,1,BAIK
110,28-4-2023,163/SMPN3 KDR/2023,NIKEN TAMBANG RARAS,YAJNA SESA,PARAMITA SURABAYA,SURABAYA,2005,211,NIK,YAJ,KONSEP TENTANG TUHAN ,DAK203,1,BAIK
111,28-4-2023,164/SMPN3 KDR/2023,TIM AL-FIRDAUS,MENELADANI 99 SIFAT ALLAH,TIGA SERANGKAI ,SOLO,2007,200,FIR,MEN,AGAMA,DAK203,1,BAIK
112,28-4-2023,165/SMPN3 KDR/2023,DRA IDA AYU KOMANG ARNIATI M.AG,PANDANGAN GENDER PADA SMERTI DALAM PERKEMBANGAN MODERN,PARAMITA SURABAYA,SURABAYA,2008,294,ARN,PAN ,AGAMA ASAL INDIA ,DAK203,1,BAIK
113,28-4-2023,166-167/SMPN3 KDR/2023,"IR I DEWA GEDE ALIT UDAYANA,MS ",TUMPEK WARIGA,PARAMITA SURABAYA,SURABAYA,2009,200,DEW,TUM,AGAMA,DAK203,2,BAIK
