Tanggal Masuk,No Inventaris,Penyusun,Judul Buku,Penerbit,Kota Terbit,Tahun Terbit,Call Number Klasifikasi,Call Number Penyusun,Call Number Klasifikasi Judul,Asal,Eks,Status
12-06-2023,1695-1699/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN BIG BEN,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,5,BAIK
12-06-2023,1700-1701/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN JEMBATAN BESAR CINA,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,2,BAIK
12-06-2023,1702-1705/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN JAJ MAHAL,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,4,BAIK
12-06-2023,1706-1710/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN MENARA EIFFEL,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,5,BAIK
12-06-2023,1711-1715/SMPN3 KDR/2023,JIM CBM,KEAJAIBAN MENARA PISA,KARYA KITA,BANDUNG,2007,725.9,JIM,KEA,DAK203,5,BAIK
12-06-2023,1716-1717/SMPN3 KDR/2023,WILSON NABABAN ,WIRASWASTA CUC CETAK FOTO HITAM PUTIH,PUSPASWARA,JAKARTA,2010,770,WIL,WIR,DAK203,2,BAIK
12-06-2023,1718-1719/SMPN3 KDR/2023,LISYANI AFFANDI ,MEMBUAT PAKAIAN SERAGAM,AZKA PRESS,JAKARTA,2006,738.3,LIS,MEM,DAK203,2,BAIK
12-06-2023,1720-1721/SMPN3 KDR/2023,SUCI.S,ART PAPER KREASI UNIK BUATAN SENDIRI,TITIAN ILMU,BANDUNG,2007,745.5,SUC,ART,DAK203,2,BAIK
12-06-2023,1722-1723/SMPN3 KDR/2023,IWAN HENDRAWAN ,MENGENAL PELUKIS DUNIA DAN INDONESIA,MITRA AKSARA PANAITAN,,2007,759,HEN,MEN,DAK203,2,BAIK
12-06-2023,1724-1725/SMPN3 KDR/2023,KURNIASIH ,ANEKA KETERAMPILAN PRAKTIS DI RUMAH,VISINDO MEDIA PERSADA,JAKARTA,2006,745.5,KUR,ANE,DAK203,2,BAIK
12-06-2023,1726-1727/SMPN3 KDR/2023,CHACHA,KREASI LILIN CANTIK,NOBEL EDUMEDIA,JAKARTA,2009,738.3,CHA,KRE,DAK203,2,BAIK
12-06-2023,1728-1729/SMPN3 KDR/2023,HARY TRIANA M ,MEMBUAT MAINAN TRADISIONAL,KARSA MANDIRI PERSADA,BANDUNG,2007,738.3,HAR,MEM,DAK203,2,BAIK
12-06-2023,1730-1732/SMPN3 KDR/2023,VALENTINO BARUS,MENGENAL DAN MEMBANGUN PRESTASI OLAHRAGA,LESTARI KIRANATAMA,JAKARTA,2010,796.1,VAL,MEN,DAK203,3,BAIK
12-06-2023,1733-1734/SMPN3 KDR/2023,ANANDITA F.P,SENI KOLASE,MULTI KREASI SATU DELAPAN ,JAKARTA,2010,700,ANA,SEN,DAK203,2,BAIK
12-06-2023,1735-1737/SMPN3 KDR/2023,MUHAMMAD RHADIAN ,KARATE,INDAHJAYA ADIPRATAMA,,2009,796.8,RHA,KAR,DAK203,3,BAIK
13-06-2023,1738-1739/SMPN3 KDR/2023,ISMAIL KUSUMAYADI,SEJARAH PERKEMBANGAN TEATER DI INDONESIA,MULTI KREASI SATU DELAPAN ,SURAKARTA,2010,792.02,ISM,SEJ,DAK203,2,BAIK
13-06-2023,1740-1741/SMPN3 KDR/2023,BAGAS SHINUGI ,AKSESORIS DARI BARANG BEKAS,MEDIANTARA ,JAKARTA,2009,738.3,BAG,AKS,DAK203,2,BAIK
13-06-2023,1742-1743/SMPN3 KDR/2023,KURNIASIH ,ANEKA KERAJINAN TALI,KARYA KITA ,BANDUNG,2007,738.3,KUR,ANE,DAK203,2,BAIK
13-06-2023,1744-1745/SMPN3 KDR/2023,W.H TIRTONUGROHO ,MEMBUAT PARASUT,GANECA EXACT,JAKARTA,2007,797.5,TIR,MEM,DAK203,2,BAIK
13-06-2023,1746-1748/SMPN3 KDR/2023,JOHN ,DASAR-DASAR SENAM,ANGKASA BANDUNG,BANDUNG,1985,796.4,JOH,DAS,DAK203,3,BAIK
13-06-2023,1749-1750/SMPN3 KDR/2023,TIM LAGU INDONESIA ,KUMPULAN LENGKAP LAGU-LAGU WAJIB NASIONAL DAN DAERAH,CETERA ,,,784.5,TIM,KUM,DAK203,2,BAIK
13-06-2023,1751-1752/SMPN3 KDR/2023,IR.ZAINAL ABIDIN ,ANEKA KREASI DARI CANGKANG TELUR,PUSPASWARA,JAKARTA,2010,738.3,ZAI,ANE,DAK203,2,BAIK
13-06-2023,1753-1754/SMPN3 KDR/2023,ARIEF KURNIAWAN ,MEMBUAT KREASI DARI BAHAN ALAMI,KARSA MANDIRI PERSADA ,BANDUNG,2007,738.3,ARI,MEM,DAK203,2,BAIK
13-06-2023,1755-1756/SMPN3 KDR/2023,SOEDJONO ,BERKREASI DENGAN ROTAN,REMAJA ROSDAKARYA ,BANDUNG,1987,769,SOE,BER,DAK203,2,BAIK
13-06-2023,1757-1759/SMPN3 KDR/2023,DRS.SUGIARTO M.M  ,LANGKAH MENJADI PEMAIN VOLI HEBAT,MEDIANTARA ,JAKARTA,2009,796.32,SUG,LAN,DAK203,3,BAIK
13-06-2023,1760-1761/SMPN3 KDR/2023,E.KRISTIN SIREGAR ,ANEKA KERAJINAN DARI KAIN PERCA,KARYA KITA ,BANDUNG,2007,745.5,KRI,ANE,DAK203,2,BAIK
13-06-2023,1762-1763/SMPN3 KDR/2023,IR.MURHANANTO,MEMBUAT DAN MENDEKORASI LILIN,PUSPASWARA,JAKARTA,2010,738.3,MUR,MEM,DAK203,2,BAIK
13-06-2023,1764-1765/SMPN3 KDR/2023,BAGAS SHINUGI ,ANEKA KREASI DARI BAMBU,MEDIANTARA ,JAKARTA,2007,738.3,BAG,ANE,DAK203,2,BAIK
13-06-2023,1766-1767/SMPN3 KDR/2023,INDRIYADI HASTORO ,ANEKA KERAJINAN DARI LIMBAH ALUMINIUM FOIL,PUSPASWARA,JAKARTA,2010,738.3,IND,ANE,DAK203,2,BAIK
13-06-2023,1768-1769/SMPN3 KDR/2023,NURUL IKHSAN ,MEMBUAT MAINAN DARI KERTAS,CITRA PRAYA ,BANDUNG,2006,738.3,NUR,MEM,DAK203,2,BAIK
13-06-2023,1770-1771/SMPN3 KDR/2023,S.AHMAD YUDOYONO ,BINARAGA,INDAHJAYA ADIPRATAMA,,2009,796.4,AHM,BIN,DAK203,2,BAIK
13-06-2023,1772-1773/SMPN3 KDR/2023,SARDHI DURYATMO ,WIRAUSAHA KERAJINAN BAMBU,PUSPASWARA,JAKARTA,2010,738.3,SAR,WIR,DAK203,2,BAIK
13-06-2023,1774-1775/SMPN3 KDR/2023,ADIKA ROHMAT PUTRA ,KUNGFU WU-SHU,INDAHJAYA ADIPRATAMA,,2009,796.8,ADI,KUN,DAK203,2,BAIK
13-06-2023,1776-1777/SMPN3 KDR/2023,LISYANI AFFANDI ,MEMBUAT PAKAIAN TIDUR DAN PAKAIAN ANAK,AZKA PRESS,JAKARTA,2006,746.4,LIS,MEM,DAK203,2,BAIK
13-06-2023,1778-1779/SMPN3 KDR/2023,DRS.THURSAN HAKIM ,"BERNYANYI DENGAN SULING,PIANIKA,GITAR",PUSPASWARA,JAKARTA,2010,787.6,THU,BER,DAK203,2,BAIK
13-06-2023,1780-1781/SMPN3 KDR/2023,DRS.UNDI HARUN R,TEORI BERMAIN CATUR,ADFALE PRIMA CIPTA,JAKARTA,2012,794.1,UND,TEO,DAK203,2,BAIK
13-06-2023,1782-1783/SMPN3 KDR/2023,BAGAS SHINUGI ,SERI KETERAMPILAN ANAK MEMBUAT KARAKTER,MEDIANTARA ,JAKARTA,2009,738.3,BAG,SER,DAK203,2,BAIK
13-06-2023,1784-1785/SMPN3 KDR/2023,BAGAS SHINUGI ,ANEKA KREASI DARI BOTOL,MEDIANTARA ,JAKARTA,2009,738.3,BAG,ANE,DAK203,2,BAIK
13-06-2023,1786-1787/SMPN3 KDR/2023,SUSAN ,BERKREASI DENGAN KAIN BEKAS,GANECA EXACT,JAKARTA,2007,738.3,SUS,BER,DAK203,2,BAIK
13-06-2023,1788-1789/SMPN3 KDR/2023,DIAN NOVITASARI ,MARI BERKREASI,KARYA MANDIRI NUSANTARA,JAKARTA,2007,738.3,DIA,MAR,DAK203,2,BAIK
13-06-2023,1790-1791/SMPN3 KDR/2023,RAHMI FITRIANI ,AYO MENGENAL KERAJINAN NUSANTARA,MEDIANTARA ,JAKARTA,2009,704,RAH,AYO,DAK203,2,BAIK
13-06-2023,1792-1793/SMPN3 KDR/2023,SUGIARTI ,INDAHNYA BATIKU,MEDIANTARA ,JAKARTA,2009,746.6,SUG,IND,DAK203,2,BAIK
13-06-2023,1794-1796/SMPN3 KDR/2023,INA HASANAH ,SEPAK BOLA,INDAHJAYA ADIPRATAMA,,2009,796.33,INA,SEP ,DAK203,3,BAIK
13-06-2023,1797-1798/SMPN3 KDR/2023,SUTRISNO S.PD,PEMAIN BULU TANGKIS BERPRESTASI,MUSI PERKASA UTAMA ,,2009,796.34,SUT,PEM,DAK203,2,BAIK
13-06-2023,1799-1800/SMPN3 KDR/2023,KHAMIM ,ASYIK BERMAIN MUSIK,WIDYA DUTA GRAFIKA,,2008,786,KHA,ASY,DAK203,2,BAIK
13-06-2023,1801-1802/SMPN3 KDR/2023,DRS.HENDRA AGUSTA ,POLA GERAK DALAM SENAM 1,IPA ABONG,JAKARTA,2009,796.4,HEN,POL,DAK203,2,BAIK
13-06-2023,1803-1804/SMPN3 KDR/2023,SUTRISNO S.PD,PEMAIN SEPAK BOLA BERPRESTASI 1,MUSI PERKASA UTAMA ,,2007,796.3,SUT,PEM,DAK203,2,BAIK
13-06-2023,1805-1806/SMPN3 KDR/2023,MAHUDI SOETARMAN ,MENGENAL BATIK TULIS DAN CAP TRADISIONAL,WIDYA DUTA GRAFIKA,,2008,746.6,MAH,MEN ,DAK203,2,BAIK
13-06-2023,1807-1808/SMPN3 KDR/2023,GUPRON ,BERKRASI DENGAN LIMBAH KAYU,CITRA CIPTA PURWOSARI ,JAKARTA,2006,745.5,GUP,BER,DAK203,2,BAIK
13-06-2023,1809-1811/SMPN3 KDR/2023,"SOEDJONO,B.SC",SENI KERAJINAN SULAMAN,ANGKASA BANDUNG,BANDUNG,2007,738.3,SOE,SEN,DAK203,3,BAIK
13-06-2023,1812-1814/SMPN3 KDR/2023,ADRIAN R NUGRAHA,MENGENAL ANEKA CABANG OLAHRAGA,CAHAYA PUSTAKA RAGA,BEKASI,2010,796.1,ADR,MEN,DAK203,3,BAIK
13-06-2023,1815-1816/SMPN3 KDR/2023,DRS.HENDRA AGUSTA ,POLA GERAK DALAM SENAM 3,IPA ABONG,JAKARTA,2009,796.4,HEN,POL,DAK203,2,BAIK
13-06-2023,1817-1818/SMPN3 KDR/2023,BAGAS SHINUGI ,WADAH-WADAH PRAKTIS,MEDIANTARA ,JAKARTA,2009,738.3,BAG,WAD,DAK203,2,BAIK
13-06-2023,1819-1820/SMPN3 KDR/2023,BAGAS SHINUGI ,ANEKA KREASI DARI LEMBAR BUSA,MEDIANTARA ,JAKARTA,2009,738.3,BAG,ANE,DAK203,2,BAIK
13-06-2023,1821-1823/SMPN3 KDR/2023,M.SUMANTA S.PD.I,LAGU DAN PERMAINAN,ESENSI ERLANGGA GROUP,,2017,780.7,SUM,LAG,DAK203,3,BAIK
13-06-2023,1824-1825/SMPN3 KDR/2023,RATIH INDAH PUJI H ,BERKREASI DENGAN MUTE,CITRA PRAYA ,BANDUNG,2007,745.5,RAT,BER,DAK203,2,BAIK
13-06-2023,1826-1827/SMPN3 KDR/2023,DIKY RACHMAT  ,ANEKA KREASI GRAFIS PEMULA,TIGA SERANGKAI ,BANDUNG,2009,702.8,DIK,ANE,DAK203,2,BAIK
13-06-2023,1828-1830/SMPN3 KDR/2023,NY.ANDI NURHANI SAPADA ,TARI KREASI BARU SULAWESI SELATAN,MITRA AKSARA PANAITAN,,2007,793.3,AND,TAR,DAK203,3,BAIK
13-06-2023,1837-1838/SMPN3 KDR/2023,DR.I KETUT SUDIANA S.PD M KES,KETERAMPILAN DASAR PENCAK SILAT,RAJAWALI PERS,,2017,796.8,SUD,KET,DAK203,2,BAIK
13-06-2023,1839-1841/SMPN3 KDR/2023,NONO DARSONO ,OLAHRAGA ALAM,PERCA ,JAKARTA,2008,796.5,NON,OLH,DAK203,3,BAIK
13-06-2023,1842-1844/SMPN3 KDR/2023,SYAHRONI ,APLIKASI PRAKTIS PENGAJARAN SENI MUSIK,KARYA MANDIRI PERSADA ,BANDUNG,2008,780.1,SYA,APL,DAK203,3,BAIK
13-06-2023,1845-1847/SMPN3 KDR/2023,DRS.SUGIARTO M.M,LANGKAH MENJADI PETENIS HEBAT,MEDIANTARA ,JAKARTA,2009,796.34,SUG,LAN,DAK203,3,BAIK
14-06-2023,1848-1850/SMPN3 KDR/2023,WENI R ,MENGENAL SENI LUKIS,MEDIANTARA ,JAKARTA,2009,750,WEN,MEN,DAK203,3,BAIK
14-06-2023,1851-1852/SMPN3 KDR/2023,SYAIFUL QOMAR ,KREASI HIASAN DINDING DARI JANUR,PUSPASWARA,JAKARTA,2010,738.3,SYA,KRE,DAK203,2,BAIK
14-06-2023,1853-1854/SMPN3 KDR/2023,TITIN KURAESIN,SULAM PITA,KARSA MANDIRI PERSADA,BANDUNG,2006,738.3,TIT,SUL,DAK203,2,BAIK
14-06-2023,1855-1856/SMPN3 KDR/2023,SOEDJONO BSC ,BERBAGAI HASIL PEKERJAAN DAN KETERAMPILAN,TITIAN ILMU,BANDUNG,2008,741.6,SOE,BER,DAK203,2,BAIK
14-06-2023,1857-1858/SMPN3 KDR/2023,DEDEN DEDI S,SEJARAH BATIK INDONESIA,SARANA PANCA KARYA NUSA,,2009,746.6,DED,SEJ,DAK203,2,BAIK
14-06-2023,1859-1860/SMPN3 KDR/2023,ABU AZKA IBN ABBAS,TEKNIK DASAR BOLA BASKET,TRANS MANDIRI ABADI ,BANDUNG,2010,796.32,ABU,TEK,DAK203,2,BAIK
14-06-2023,1861-1862/SMPN3 KDR/2023,DRA.YUTI REGAWATI ,ANEKA KREASI PANDUAN REMPAH DAN BIJI-BIJIAN,PUSPASWARA,JAKARTA,2010,738.3,YUT,ANE,DAK203,2,BAIK
14-06-2023,1863-1864/SMPN3 KDR/2023,SOEDJONO BSC ,MEMBUAT KERAJINAN DARI KAYU,TITIAN ILMU,BANDUNG,2008,736.4,SOE,MEM,DAK203,2,BAIK
14-06-2023,1867-1868/SMPN3 KDR/2023,HERRY CAHYO SASTRODIWIRJO ,KRASI BUNGA DARI SEDOTAN,PUSPASWARA,JAKARTA,2010,738.3,HER,KRE,DAK203,2,BAIK
14-06-2023,1869-1870/SMPN3 KDR/2023,ENEN WARDANA,MEMBUAT ANEKA BONEKA DARI SARUNG TANGAN,PUSPASWARA,JAKARTA,2010,738.3,ENE,MEM,DAK203,2,BAIK
14-06-2023,1871-1872/SMPN3 KDR/2023,SOEDJONO BSC ,KETERAMPILAN KERAMIK,ANGKASA,BANDUNG,2009,738,SOE,KET,DAK203,2,BAIK
14-06-2023,1873-1874/SMPN3 KDR/2023,BAGAS SHINUGI ,MEMBUAT ANEKA PIGURA,MEDIANTARA ,JAKARTA,2009,738.3,BAG,MEM,DAK203,2,BAIK
14-06-2023,1875-1876/SMPN3 KDR/2023,WANS,JARI-JARI TANGAN YANG TERAMPIL,AZKA PRESS,JAKARTA,2006,745.5,WAN,MEM,DAK203,2,BAIK
14-06-2023,1877-1878/SMPN3 KDR/2023,HILMAWAN M.PD,MEMBUAT HIASAN JANUR,AZKA PRESS,,,745.5,HIL,MEM,DAK203,2,BAIK
14-06-2023,1879-1880/SMPN3 KDR/2023,TRI WINARI SUGITO ,ANEKA KREASI KADO,PUSPASWARA,JAKARTA,2010,738.3,WIN,ANE,DAK203,2,BAIK
14-06-2023,1881-1882/SMPN3 KDR/2023,CAHYANA INSANA SUNDARA,PANDUAN PRAKTIS DESAIN PERWAJAHAN BUKU,VISINDO MEDIA PERSADA,JAKARTA,2007,741.6,CAH,PAN ,DAK203,2,BAIK
14-06-2023,1883-1884/SMPN3 KDR/2023,FIDELARA ,SEJARAH DAN KISAH SENI TEATER,ARMANDELTA SELARAS,JAKARTA,2010,792,FID,SEJ,DAK203,2,BAIK
14-06-2023,1888-1889/SMPN3 KDR/2023,R E RANGKUTI ,KUMPULAN LAGU-LAGU DAERAH,TITIK TERANG ,JAKARTA,1981,781.6,RAN,KUM,DAK203,2,BAIK
14-06-2023,1890-1893/SMPN3 KDR/2023,LISYANI AFFANDI ,PIRANTI MENJAHIT,AZKA PRESS,JAKARTA,2006,738.3,LIS,PIR,DAK203,4,BAIK
14-06-2023,1894-1895/SMPN3 KDR/2023,R.AULIA NARTI ,FUTSAL,INDAHJAYA ADIPRATAMA,,2009,796.33,AUL,FUT,DAK203,2,BAIK
14-06-2023,1896-1898/SMPN3 KDR/2023,BUDI SUPRIYANTO ,SELAYANG PANDANG INSTRUMEN MUSIK TRADISIONAL INDONESIA,AZKA PRESS,JAKARTA,2009,784,BUD,SEL,DAK203,3,BAIK
14-06-2023,1899-1900/SMPN3 KDR/2023,SUTRISNO S.PD,PERENANG BERPRESTASI,MUSI PERKASA UTAMA ,,2007,797.2,SUT,PER,DAK203,2,BAIK
14-06-2023,1901-1902/SMPN3 KDR/2023,DRS.SUGIARTO M.M ,LANGKAH MENJADI PEMAIN SEPAK BOLA HEBAT,MEDIANTARA ,JAKARTA,2009,796.33,SUG,LAN,DAK203,2,BAIK
14-06-2023,1903-1905/SMPN3 KDR/2023,WENI R ,MENGENAL SENI MUSIK DAN LAGU,MEDIANTARA ,JAKARTA,2009,781.2,WEN,MEN,DAK203,3,BAIK
14-06-2023,1906-1910/SMPN3 KDR/2023,NURUL KHASANAH R.A,TARI-TARIAN NUSANTARA,AZKA PRESS,JAKARTA,2009,793.3,NUR,TAR,DAK203,5,BAIK
14-06-2023,1911-1915/SMPN3 KDR/2023,RAHARJO S.TP,ANEKA KONSTRUKSI KERAJINAN TANGAN,ERA PUSTAKA UTAMA,SURAKARTA,2008,736.4,RAH,ANE,DAK203,5,BAIK
15-06-2023,1916-1918/SMPN3 KDR/2023,RIMA YULIASTUTI ,"MENGENAL ALAT MUSIK UNTUK SD,SMP",TIGA SERANGKAI ,SOLO,2009,786,RIM,MEN,DAK203,3,BAIK
15-06-2023,1919-1920/SMPN3 KDR/2023,BAGAS SHINUGI ,ANEKA KREASI DARI KOTAK KEMASAN,MEDIANTARA ,JAKARTA,2009,738.3,BAG,ANE,DAK203,2,BAIK
15-06-2023,1921-1922/SMPN3 KDR/2023,HENDRI FIRZANI,SEGALANYA TENTANG SEPAK BOLA,ERLANGGA,,2010,796.33,HEN,SEG,DAK203,2,BAIK
15-06-2023,1923/SMPN3 KDR/2023,IQBAL AJI D ,RAGAM PUISI LAMA,PERMATA EQUATOR,JAKARTA,2008,811,IQB,RAG,DAK203,1,BAIK
15-06-2023,1924/SMPN3 KDR/2023,HERMAWAN AKSAN ,DENDAM ITU TIDAK SEPERTI POPMA BAMBU,AZKA PRESS,JAKARTA,2006,813,HER,DEN,DAK203,1,BAIK
15-06-2023,1925/SMPN3 KDR/2023,KIKI DINAR ,SERI AKU INGIN SEKOLAH PENGEMBALA ITIK,BESTARI KIDS,,2005,813,KIK,SER,DAK203,1,BAIK
15-06-2023,1926/SMPN3 KDR/2023,I MADE SUARSA,GEGURITAN KEBO TARUNTAKA,PARAMITA SURABAYA,,2009,811,SUA,GEG,DAK203,1,BAIK
15-06-2023,1927/SMPN3 KDR/2023,ROBBY TIRTOBISONO ,PERCAKAPAN PRAKTIS BAHASA MANDARIN,APOLLO SURABAYA ,,,895.1,ROB,PER,DAK203,1,BAIK
15-06-2023,1928/SMPN3 KDR/2023,R.M BUYA AST,TUANKU TAMBUSAI,BINTANG BOOKS,,2009,813,BUY,BIN,DAK203,1,BAIK
15-06-2023,1929/SMPN3 KDR/2023,KIARA SIAUW,LEONARDO DA VINCI,GRAMEDIA JAKARTA ,,1995,813,KIA,LEO,DAK203,1,BAIK
15-06-2023,1930/SMPN3 KDR/2023,WENDI W.R.D,SENI MENGGAYAKAN KALIMAT,PERMATA EQUATOR ,JAKARTA,2008,810,WEN,SEN,DAK203,1,BAIK
15-06-2023,1931/SMPN3 KDR/2023,GIBRAN MAULANA ,KUMPULAN KISAH ANAK SEDUNIA TERBAIK,KARYA GEMILANG UTAMA,,,813,GIB,KUM,DAK203,1,BAIK
15-06-2023,1933/SMPN3 KDR/2023,ICHWAN BUDI UTUMO ,KARENA SOMBONG DAN SERAKAH,MEDIATAMA ,SOLO,2007,800,ICH,KAR,DAK203,1,BAIK
15-06-2023,1934/SMPN3 KDR/2023,DIDIK DJUNAEDI ,RAHASIA JARING LABA-LABA,GADING INTI PRIMA,JAKARTA,2009,813,DID,RAH,DAK203,1,BAIK
15-06-2023,1935/SMPN3 KDR/2023,SARAH PAKPAHAN ,ULYSSES MOORE PENJAGA BATU,ERLANGGA ,,2006,813,SAR,ULY,DAK203,1,BAIK
15-06-2023,1937/SMPN3 KDR/2023,KARUMI IYAGI ,SARANGHAEYO,ZETTU ,JAKARTA,2012,813,KAR,SAR,DAK203,1,BAIK
15-06-2023,1941/SMPN3 KDR/2023,DRS.SUHARNO PH ,KELUARGA PECINTA LINGKUNGAN,GANECA EXACT,JAKARTA,2007,813,SUH,KEL,DAK203,1,BAIK
15-06-2023,1943/SMPN3 KDR/2023,AVICENNA,MENULIS SURAT DINAS,PERMATA EQUATOR ,JAKARTA,2008,816,AVI,MEN,DAK203,1,BAIK
15-06-2023,1944/SMPN3 KDR/2023,NOLE ,DON’T JUDGE A MAN BY HIS FACE,MOMENTUM ,BANDUNG,2008,813,NOL,DON,DAK203,1,BAIK
15-06-2023,1945/SMPN3 KDR/2023,GIBRAN MAULANA ,KERBAU DAN BUAYA,CAHAYA AGENCY ,SURABAYA,,813,GIB,KER,DAK203,1,BAIK
15-06-2023,1946/SMPN3 KDR/2023,IWAN HENDRAWAN ,MENGENAL PENYAIR DUNIA DAN INDONESIA,MUSI PERKASA UTAMA ,,2007,810,IWA,MEN,DAK203,1,BAIK
15-06-2023,1947/SMPN3 KDR/2023,S.BAYA,KEMELUT,BINTANG BOOKS,,2009,813,BAY,KEM,DAK203,1,BAIK
15-06-2023,1948/SMPN3 KDR/2023,EDI WARSIDI,DARI PADA BERKELAHI LEBIH BAIK BERPRESTASI,RIZKY ADITYA,JAKARTA,2015,813,EDI,DAR,DAK203,1,BAIK
15-06-2023,1949/SMPN3 KDR/2023,BINTANG ANGKASA ,BERBALAS PANTUN,PERMATA EQUATOR,JAKARTA,2008,811,BIN,BER,DAK203,1,BAIK
15-06-2023,1951/SMPN3 KDR/2023,"MUHAMMAD SAIDI,M.PD",JELI MARLUPI,SAHALA ADIDAYATAMA,JAKARTA,2012,813,MUH,JEL,DAK203,1,BAIK
15-06-2023,1952/SMPN3 KDR/2023,GIBRAN MAULANA ,TIMUN MAS,AULIA ,,,813,GIB,TIM,DAK203,1,BAIK
15-06-2023,1953/SMPN3 KDR/2023,SAPARDI DJOKONDAMONO,PUISI INDONESIA SEBELUM KEMERDEKAAN,REMAJA ROSDAKARYA,BANDUNG,2004,811,SAP,PUI,DAK203,1,BAIK
15-06-2023,1954/SMPN3 KDR/2023,GIBRAN MAULANA ,LUTUNG KASARUNG,CAHAYA AGENCY ,SURABAYA,,813,GIB,LUT,DAK203,1,BAIK
15-06-2023,1957/SMPN3 KDR/2023,SARI PUSPARINI ,SURAT UNTUK IBU NEGARA,REMAJA ROSDAKARYA,BANDUNG,2008,810,SAR,SUR,DAK203,1,BAIK
15-06-2023,1958/SMPN3 KDR/2023,I WAYAN SUARDIKA ,SEPOTONG KARTU NAMA DI ATAS MEJA MAKAN,PUSTAKA SUARDI ,DENPASAR,2013,813,SUA,SEP ,DAK203,1,BAIK
15-06-2023,1959/SMPN3 KDR/2023,NURMIADI,VASCO DA GAMA PENEMU LAUT DARI EROPA KE ASIA,BALI NIRWANA RESORT,JAKARTA,,813,NUR,VAS,DAK203,1,BAIK
15-06-2023,1960/SMPN3 KDR/2023,AEP SAEFULLOH ,HADIAH UNTUK BAPAK,GANECA EXACT,JAKARTA,2007,813,AEP,HAD,DAK203,1,BAIK
15-06-2023,1961/SMPN3 KDR/2023,YADI SUSILO ,CATATAN DARI PULAU LOMBOK,JAYA ABADI ,,2009,813,YAD,CAT,DAK203,1,BAIK
16-06-2023,1962/SMPN3 KDR/2023,AFIFAH AFRA AMATULLAH ,SYAHID SAMURAI,INTERMEDIA ,SOLO,2012,813,AFI,SYA,DAK203,1,BAIK
16-06-2023,1963/SMPN3 KDR/2023,WILLIAM J MC CULLOGHT ,TEKNIK DASAR BERPIDATO,PIONIR JAYA ,BANDUNG,1986,808.5,WIL,TEK,DAK203,1,BAIK
16-06-2023,1964/SMPN3 KDR/2023,T.BACHTIAR ,MENGARUNGI LAUT BIRU,AZKA PRESS,JAKARTA,2006,813,BAC,MEN,DAK203,1,BAIK
16-06-2023,1967/SMPN3 KDR/2023,DHARMA DEWI ,I TABUAN NGAKU RIRIH,KAYUMAS AGUNG,DENPASAR,2014,819,DHA,TAB,DAK203,1,BAIK
16-06-2023,1968/SMPN3 KDR/2023,LIN MEI SUEN ,ISAAC NEWTON,BALI NIRWANA RESORT,JAKARTA,1995,813,LIN,ISA,DAK203,1,BAIK
16-06-2023,1969/SMPN3 KDR/2023,AEP SAEFULLOH ,DETEKTIF RUMAH KREATIF,GANECA EXACT,JAKARTA,2007,813,AEP,DET,DAK203,1,BAIK
16-06-2023,1970/SMPN3 KDR/2023,IBNU SUROYO ,AGUNG ANAK TRANSMIGRAN,AZKA PRESS,,,813,IBN,AGU,DAK203,1,BAIK
16-06-2023,1971/SMPN3 KDR/2023,SOEKARDI ,KISAH DI BALIK MINYAK BUMI,WACANA PRIMA,,2009,813,SOE,KIS,DAK203,1,BAIK
16-06-2023,1972/SMPN3 KDR/2023,H.RESTIANTI ,PENINGKATAN MUTU PENDIDIKAN DALAM MENGAJARKAN DRAMA,CITRA PRAYA ,BANDUNG,2009,808.8,RES,PEN,DAK203,1,BAIK
16-06-2023,1973/SMPN3 KDR/2023,UTI DARMAWATI ,MENULIS RINGKASAN DAN SINOPSIS,PERMATAEQUATOR ,JAKARTA,2008,819,UTI,MEN,DAK203,1,BAIK
16-06-2023,1974/SMPN3 KDR/2023,BUNG SMAS ,KUNANG-KUNANG TERBANG SIANG,ERA DICITRA INTERMEDIA ,,,813,BUN,KUN,DAK203,1,BAIK
16-06-2023,1976/SMPN3 KDR/2023,AEP SAEFULLOH ,SURAT DARI LANGIT,GANECA EXACT,JAKARTA,2008,813,AEP,SUR,DAK203,1,BAIK
16-06-2023,1977/SMPN3 KDR/2023,DRA.MINASARI ,MISTERI SEBUAH DANAU,GANECA EXACT,JAKARTA,2008,813,MIN,MIS,DAK203,1,BAIK
16-06-2023,1978/SMPN3 KDR/2023,WAHYUDIN ,DUA ANAK TELADAN,AZKA PRESS,JAKARTA,2006,813,WAH,DUA,DAK203,1,BAIK
16-06-2023,1981/SMPN3 KDR/2023,USMAN SETIADI ,SANG DEWI BERMAHKOTA PELANGI,AZKA PRESS,JAKARTA,2006,813,USM,SAN,DAK203,1,BAIK
16-06-2023,1982/SMPN3 KDR/2023,JUSUF D.C,JASA SEBUAH PERJUANGAN,AZKA PRESS,JAKARTA,2006,813,JUS,JAS,DAK203,1,BAIK
